country,age,frequency,amount_mean,guests_mean,num_stores,different_services,services_type,Component 1,Component 2,Component 3,Component 4,Component 5,Segment K-means PCA,Legend
1,26,1,48.8,4.0,1,1,2,-1.7568472117924603,0.5807205884764115,0.33393836481450745,-0.04162460009099926,0.9134741961500609,3,well-off
1,29,1,19.7,2.0,1,1,1,-0.04433473348933281,-0.5340693586516349,0.0004002885020067959,-0.43624387462177483,-0.7706366638808159,0,occasional hang-out
1,20,2,19.1,2.5,2,2,2,0.9298128471496686,3.6607353185477614,-1.5965020078119814,0.24589479392219205,0.14803823117187148,2,addicted
1,20,1,12.9,2.0,1,1,2,-0.9936141695440387,0.1869590062623596,-0.8636382540590741,-0.35591054026162133,-0.7082864636821745,3,well-off
1,64,1,26.6,2.0,1,1,2,-0.9361424921129459,0.4668918799284612,3.601982642980207,-0.7897434909135311,-0.8546908924398922,3,well-off
1,23,1,103.1,7.0,1,1,2,-3.035564867685359,1.1746873823249324,0.9800826096836363,0.5543578417617634,3.4855024743839422,3,well-off
1,28,1,27.8,2.0,1,1,2,-1.3335118055518254,0.4740105250717021,0.1488957223852581,-0.4163063163041805,-0.44009269762522074,3,well-off
1,20,1,27.3,2.0,1,1,2,-1.4001707252484261,0.4610021844148587,-0.6308507080220709,-0.334462202872364,-0.3661740820584108,3,well-off
1,34,1,55.3,9.0,1,1,2,-1.3852032631709859,-0.022243913143323413,1.3068713231566784,0.6923572912517374,3.065111467461474,3,well-off
1,34,1,9.9,5.0,1,1,1,0.5674644121548843,-1.1564823705803982,0.3819801669735757,-0.01832517087763591,0.1927188423352047,0,occasional hang-out
1,42,1,40.1,3.0,1,1,2,-1.4445450779420606,0.5681702400303973,1.7173846046731325,-0.3811385048407018,0.11858445126565817,3,well-off
1,21,1,14.8,8.0,1,1,2,-0.4678998025134501,-0.6526348995848441,-0.6210352289324188,0.6048628798131784,1.8257395481774088,0,occasional hang-out
1,32,1,29.0,2.0,1,1,2,-1.327003785142356,0.4985939328476845,0.5541264493066415,-0.45581337853954745,-0.4544820913431691,3,well-off
1,56,1,32.7,2.0,1,1,2,-1.1891398331740577,0.5794866625915133,2.9289305045065044,-0.6980688895116383,-0.6239707686288571,3,well-off
1,21,1,25.2,2.0,1,1,2,-1.3307842941953276,0.4214741733334378,-0.5683409506312256,-0.3479136913294153,-0.4267901607585252,3,well-off
1,44,1,73.6,4.0,1,1,2,-2.275283146384926,1.0605429829237827,2.4710931910383627,-0.1905107033896234,1.3096233274401972,3,well-off
1,21,2,33.4,2.0,2,1,2,-0.6174697707711112,2.1594508854240475,-0.9973981200224944,-0.046534892042015,0.08601586285937479,3,well-off
0,25,1,7.82,2.0,1,1,1,-0.9037465392864319,-0.8474708986698624,0.1932478066384679,8.729801192445361,-4.204290222604295,1,tourist
1,22,1,18.6,2.0,1,1,1,-0.08395686335204211,-0.5580595459990138,-0.692587681802289,-0.3656170478356286,-0.7216974205949782,0,occasional hang-out
1,22,1,27.2,2.0,1,1,1,-0.32676147300882896,-0.39439487015793795,-0.5535617862524121,-0.35280762411704436,-0.5173803037918971,0,occasional hang-out
1,21,1,16.2,2.0,1,1,1,-0.026294370747519558,-0.6041700280902489,-0.8278435473296979,-0.3588681648127202,-0.7679914611522901,0,occasional hang-out
1,24,1,10.9,6.0,1,1,1,0.5331387033069995,-1.2878492849460172,-0.5471950996801639,0.24777819571360343,0.7403253559881189,0,occasional hang-out
1,25,1,9.7,2.0,1,1,1,0.19760847458721242,-0.7261235975208111,-0.5470894943308786,-0.40984412967984285,-0.9653159478218343,0,occasional hang-out
1,33,1,24.0,3.0,1,1,1,-0.030472586172551053,-0.5965220444358467,0.4749833444457966,-0.30975574694114855,-0.2947750520922064,0,occasional hang-out
1,29,2,7.6,8.0,1,1,1,0.9922175566329002,-1.595220825815821,0.011369856406972752,0.5227593893669823,1.4343620701599507,0,occasional hang-out
1,43,1,6.1,3.0,1,1,1,0.5758691325054066,-0.9328067488422263,1.1501949039594381,-0.4396532811014742,-0.8272866458271233,0,occasional hang-out
1,38,1,18.3,2.0,1,1,1,0.08606399843113877,-0.5567828738240942,0.8458896366618063,-0.5312415829357918,-0.9004197972918546,0,occasional hang-out
1,41,2,10.2,1.0,1,1,1,0.3758376806850637,-0.5182808789722962,1.0762278314424707,-0.7268961417540137,-1.548776600955639,0,occasional hang-out
1,28,2,8.6,9.0,1,1,1,1.0487642479008938,-1.722658168589073,-0.04968393955559218,0.6959503026681599,1.8854463763930251,0,occasional hang-out
1,22,1,10.9,3.0,1,1,1,0.228314680333561,-0.8506280231735824,-0.7978260123076351,-0.21570811096157838,-0.48803070130624326,0,occasional hang-out
1,37,6,7.95,5.333333333333333,1,1,1,1.3127930106581982,-1.014410066761605,1.1019720045503894,0.045386103334791955,0.217370787496451,0,occasional hang-out
1,21,1,12.3,3.0,1,1,2,-0.8717006609498068,0.02994565960380008,-0.7576414505388228,-0.20574998740148576,-0.31666402372281593,3,well-off
1,23,1,12.9,3.0,1,1,2,-0.8684466507450721,0.04223736349179125,-0.555026087078131,-0.22550351851916925,-0.3238587205817901,3,well-off
1,20,1,8.8,3.0,1,1,1,0.26741031134803334,-0.891465891452459,-1.0246900784805146,-0.19818878165527587,-0.5164727108664111,0,occasional hang-out
1,21,1,8.3,1.0,1,1,1,0.10187035424663038,-0.6084816605808876,-0.9747917250311053,-0.5320128005251324,-1.3722799272001023,0,occasional hang-out
1,28,4,10.9,1.0,1,1,1,0.4761574580658958,-0.42001553265132546,0.01588207582529444,-0.5741290608027126,-1.4070105869272176,0,occasional hang-out
1,21,2,10.8,3.0,1,1,1,0.3467125947938871,-0.8076577944683606,-0.8047548243963839,-0.19677466359549084,-0.4868244996410104,0,occasional hang-out
1,58,19,10.60526315789474,1.368421052631579,1,2,1,3.813622393535426,2.0601986731462585,3.99803495156576,-0.47072287161384363,-1.5066759409688115,2,addicted
1,42,3,8.813333333333334,5.333333333333333,1,1,1,0.9618884909339795,-1.131726844118834,1.324781058211029,-0.03122238370321015,0.20568636615153268,0,occasional hang-out
1,15,1,9.7,5.0,1,1,1,0.38126929740614635,-1.1685842880830684,-1.4539538759583073,0.1775254480487541,0.39173638603231337,0,occasional hang-out
1,15,1,9.9,5.0,1,1,1,0.37562267857691867,-1.1647781328309503,-1.4507207155966821,0.1778233416236049,0.396487946888199,0,occasional hang-out
1,19,2,37.2,2.0,1,1,2,-1.5641037522494803,0.6942801757259826,-0.47612150202956754,-0.3006340767637366,-0.12738983759889755,3,well-off
1,24,1,23.0,2.0,1,1,1,-0.1879886109026319,-0.47345089232077975,-0.4285422714707215,-0.37971060103114695,-0.6386124611921259,0,occasional hang-out
1,27,1,30.7,2.0,1,1,2,-1.4254847119218343,0.5287631571615952,0.0993186064409129,-0.40166325354772603,-0.36047037550156397,3,well-off
1,29,1,15.4,2.0,1,1,2,-0.9733245047935053,0.23846551850620196,0.04489772115241372,-0.44509932386604784,-0.7454141604034439,3,well-off
1,28,1,42.3,2.0,1,1,2,-1.7428916706708266,0.7499567808502602,0.38329984860307376,-0.39470903212749775,-0.09560453557351412,3,well-off
1,21,1,8.1,3.0,1,1,1,0.29727041059653875,-0.9043508157690536,-0.939548198558294,-0.2095550150883716,-0.5438278635753263,0,occasional hang-out
1,25,1,22.7,2.0,1,1,1,-0.16942174931258175,-0.4787235061331383,-0.33693407082525073,-0.3904810473145411,-0.6564644921892698,0,occasional hang-out
1,35,1,19.8,2.0,1,1,1,0.013423557173305622,-0.5295465666306646,0.5807645158102691,-0.498036563361057,-0.832609021732766,0,occasional hang-out
1,31,2,8.94,3.5,1,1,1,0.5476338427479612,-0.9117045976388851,0.13937536782819523,-0.22209221329987971,-0.42996000661373607,0,occasional hang-out
1,26,1,25.7,2.0,1,1,1,-0.24402409840478706,-0.42119455828554914,-0.1919787242129668,-0.3963362496128971,-0.5959157690643012,0,occasional hang-out
1,25,1,9.0,5.0,1,1,1,0.5020017967705301,-1.177539640807296,-0.5006905253449117,0.07324676132559696,0.26785902590355887,0,occasional hang-out
1,26,1,12.1,3.0,1,1,2,-0.8155693753895357,0.028322599680774663,-0.27858490496090627,-0.2576659105819262,-0.37503903314527903,3,well-off
1,23,2,7.7,3.5,1,2,2,0.5576832821839817,1.7624484050497942,-0.8194175279457983,0.0789155074120261,-0.0635077306599536,2,addicted
1,20,1,8.9,6.0,1,1,1,0.5492171582144407,-1.327657313730472,-0.9653584680480476,0.2860936836495672,0.7357085062825247,0,occasional hang-out
1,24,1,53.0,4.0,1,1,2,-1.8956200738986575,0.6597766106392534,0.20891885003281677,-0.01472162317689664,1.0347063535502896,3,well-off
1,25,1,15.35,5.0,1,1,2,-0.7276704271900122,-0.20232699647417354,-0.2840273034379712,0.08025414494212885,0.5461021449568394,3,well-off
1,55,1,46.2,2.0,1,1,2,-1.5803835374931294,0.8359655230436626,3.0507108877282865,-0.6676374672880916,-0.2925157211432631,3,well-off
1,19,1,37.6,3.0,1,1,2,-1.606191809539516,0.5105510608650954,-0.5415625471690712,-0.14741923834062415,0.3058578039733444,3,well-off
1,39,1,9.9,5.0,1,1,1,0.6179490788859279,-1.1542992752513053,0.8642698729131171,-0.0699432004832256,0.13909539376862723,0,occasional hang-out
1,26,1,10.9,5.0,1,1,1,0.4584558512390765,-1.1409445468463562,-0.37351756072156544,0.06575314436556158,0.30227416432115667,0,occasional hang-out
1,34,1,8.2,5.0,1,1,1,0.615460672203319,-1.1888346902234015,0.35449830389976283,-0.020857266263867677,0.15233057506017694,0,occasional hang-out
1,22,1,28.0,3.0,1,1,1,-0.254471229565399,-0.5252017491174897,-0.5213908013886939,-0.1902382103118353,-0.0817722481280238,0,occasional hang-out
1,27,2,17.4,4.0,1,1,1,0.31583249226696897,-0.8254664567215779,-0.10007454191808947,-0.08750797164631634,0.02223068256365257,0,occasional hang-out
1,30,3,40.73333333333333,4.333333333333333,1,1,1,-0.15535179312559055,-0.38347239470259287,0.6640598142542684,-0.02117313760941366,0.6761299430703305,0,occasional hang-out
1,20,1,7.9,5.0,1,1,1,0.48257353360023825,-1.200656590023038,-1.0007626132733909,0.12322637626950725,0.29534888976276547,0,occasional hang-out
1,20,2,7.9,3.0,1,1,1,0.4184916344714786,-0.8632836646898908,-0.9480935908278553,-0.19077051450970944,-0.5449974423380363,0,occasional hang-out
1,23,1,10.9,3.0,1,1,1,0.23841161367976965,-0.850191404107764,-0.7013680711197268,-0.22603171688269633,-0.4987553910195587,0,occasional hang-out
1,24,2,9.4,3.0,1,1,1,0.41652972663710647,-0.8329910240357313,-0.5380131233640343,-0.22983073638280022,-0.5522594947721562,0,occasional hang-out
1,26,3,10.566666666666668,3.0,1,1,1,0.5294565218842839,-0.7646052882029731,-0.23509142959876622,-0.23998144747267813,-0.5531341434929277,0,occasional hang-out
1,19,1,12.65,3.0,1,1,2,-0.9017761105933726,0.03573319316336954,-0.9448993022817955,-0.184581461803261,-0.28689941279838516,3,well-off
1,28,1,70.7,4.0,1,1,2,-2.3549581069004653,0.9983678267149745,0.8808853067882664,-0.029652465487072913,1.412320730442904,3,well-off
1,20,1,42.4,3.0,1,1,2,-1.7316137280947697,0.602335405981747,-0.367508757302162,-0.150593398465323,0.4091705748012835,3,well-off
1,33,2,43.65,3.0,1,1,2,-1.5099734238848077,0.677109849560225,0.9977974396807744,-0.27417965236464364,0.29230415625732725,3,well-off
1,24,1,8.2,2.0,1,1,1,0.2298611824602107,-0.755106380977515,-0.6677961382309748,-0.4017547255701059,-0.9902279645276608,0,occasional hang-out
1,24,2,9.9,3.5,2,2,2,1.3248217654393137,3.3413671532455815,-1.340157276277882,0.3522751053003895,0.30316948518820264,2,addicted
1,51,1,73.7,5.0,1,1,2,-2.1125512036157383,0.9194708940425476,3.1671537029517514,-0.10124915854421769,1.6535280921152626,3,well-off
1,43,1,92.7,5.0,1,1,2,-2.7297554591620306,1.2775626904672133,2.702640407802864,0.009639578435551466,2.1907238911309195,3,well-off
1,27,1,17.4,2.0,1,1,2,-1.0499845597781987,0.2756538328957453,-0.11568655760715248,-0.421473176275304,-0.6764491724179569,3,well-off
1,31,1,28.7,2.0,1,1,2,-1.3286307902447234,0.49244808090368886,0.4528187675762956,-0.44593661298070575,-0.45088474291368197,3,well-off
1,28,1,24.9,2.0,1,1,2,-1.251635832528025,0.41882127391599044,0.10201489714169493,-0.42062577313951705,-0.508990330035562,3,well-off
1,32,1,17.4,2.0,1,1,2,-0.9994998930471551,0.27783692822483796,0.36660314833238905,-0.47309120588089365,-0.7300726209845343,3,well-off
1,19,1,18.6,2.0,1,1,1,-0.11424766339066827,-0.5593694031964693,-0.9819615053660139,-0.3346462300722748,-0.6895233514550317,0,occasional hang-out
1,23,1,18.8,8.0,1,1,2,-0.5606383124055847,-0.5756385564108462,-0.36345613932410126,0.5901735394679586,1.8993213858684899,0,occasional hang-out
1,25,1,18.8,8.0,1,1,2,-0.5404444457131673,-0.5747653182792092,-0.17054025694828467,0.5695263276257226,1.877872006441859,0,occasional hang-out
1,29,1,65.7,4.0,1,1,2,-2.2036957028235666,0.9036505644778421,0.8965142389355486,-0.04742341077946076,1.2828070193324483,3,well-off
1,24,2,12.8,2.0,1,1,2,-0.824731588352669,0.232112330296674,-0.3882773602082814,-0.38859512250112344,-0.7607037105835193,3,well-off
1,21,1,34.2,2.0,1,1,2,-1.5848821415105698,0.5927511596787498,-0.42284873435809855,-0.33450848046112946,-0.21296992224367278,3,well-off
1,22,1,167.7,10.0,1,1,2,-4.584889526591063,1.9655444097891706,1.9856504955522718,1.1450345908771062,6.280786757269302,3,well-off
1,36,1,35.2,6.0,1,1,2,-1.0821543604222155,0.034205222054522144,1.1171395589375237,0.15763825661957903,1.3163247852973468,3,well-off
1,29,1,25.8,2.0,1,1,2,-1.2669486839133406,0.4363855916163402,0.21302205995691598,-0.4296088579738064,-0.49833299589739233,3,well-off
1,31,1,34.3,2.0,1,1,2,-1.4867361174630962,0.599020427962994,0.5433472577017967,-0.4375955928848834,-0.31784103894888505,3,well-off
1,29,1,34.3,2.0,1,1,2,-1.5069299841555137,0.598147189831357,0.3504313753259803,-0.41694838104264753,-0.29639165952225405,3,well-off
1,44,1,20.4,2.0,1,1,2,-0.9630359753310646,0.34016868579643106,1.5725958480116642,-0.592506073311547,-0.7874954847060361,3,well-off
1,25,1,16.85,3.0,1,1,2,-0.9597735059299,0.11828216785275966,-0.29825528756021974,-0.2402673322581019,-0.2514647731046803,3,well-off
1,36,1,24.03,7.0,1,1,2,-0.6719139800495135,-0.32440004874429446,0.9558058961579833,0.3023787399699679,1.4675519237364665,3,well-off
1,27,1,23.4,2.0,1,1,2,-1.2193831246550269,0.3898384904592866,-0.01869174675840117,-0.4125363690297801,-0.5339023467413886,3,well-off
1,25,1,38.19,8.0,1,1,2,-1.0878841412067835,-0.20575856658636482,0.1429146401112633,0.5984071097075074,2.3385358314199687,3,well-off
